18.6.3.;;Удельный вес домашних хозяйств, имевших широкополосный доступ к сети Интернет
18.7.;;Использование сети Интернет населением
18.7.1.;;Население, использовавшее сеть Интернет
18.7.2.;;Население, использовавшее сеть Интернет каждый день или почти каждый день
18.8.;;Число подключенных абонентских устройств мобильной связи на 1000 человек населения
18.9.;;Число активных абонентов фиксированного и мобильного широкополосного доступа к сети интернет на 100 человек населения
18.9.1.;;Число активных абонентов фиксированного широкополосного доступа к сети Интернет 
18.9.2.;;Число активных абонентов мобильного широкополосного доступа к сети Интернет
;;19. НАУКА И ИННОВАЦИИ
19.1.;;Организации, выполнявшие научные исследования и разработки
19.2.;;Численность персонала, занятого научными исследованиями и разработками
19.3.;;Численность персонала, занятого научными исследованиями и разработками, по категориям  
19.3.1.;;Исследователи
19.3.2.;;Техники
19.3.3.;;Вспомогательный персонал
19.3.4.;;Прочие
19.4.;;Численность исследователей с учеными степенями
19.4.1.;;Всего
19.4.2.;;С ученой степенью доктора наук
19.4.3.;;С ученой степенью кандидата наук
19.5.;;Внутренние затраты на научные исследования и разработки
19.6.;;Внутренние текущие затраты на научные исследования и разработки по видам затрат
19.6.1.;; Всего
19.6.2.;;Оплата труда 
19.6.3.;;Страховые взносы на  ОПС, ОМС, ОСС
19.6.4.;;Приобретение оборудования 
19.6.5.;;Другие материальные затраты
19.6.6.;;Прочие текущие затраты
19.7.;;Капитальные  затраты на научные исследования и разработки
19.8.;;Внутренние текущие затраты на научные исследования и разработки по видам работ
19.8.1.;;Всего
19.8.2.;;Фундаментальные исследования
19.8.3.;;Прикладные исследования
19.8.4.;; Разработки
19.9.;;Поступление патентных заявок и выдача патентов в России
19.9.1.;;Подано патентных заявок на изобретения
19.9.2.;;Подано патентных заявок на полезные модели
19.9.3. ;; Выдано патентов на избретения
19.9.4.;; Выдано патентов на полезные модели
19.10.;;Разработанные передовые производственные технологии
19.11.;; Используемые передовые производственные технологии
19.12.;;Инновационная активность организации
19.12.1.;; Удельный вес организаций, осуществлявших технологические, маркетинговые и организационные инновации, в общем числе обследованных организаций за 2000-2017 гг.
19.12.2. ;; Удельный вес организаций, осуществлявших технологические инновации, в общем числе обследованных организаций за 2000-2017 гг.
19.13.;;Затраты на технологические инновации
19.13.1.;; Всего
19.13.2.;; В процентах от общего объема отгруженных товаров, выполненных работ, услуг
19.14.;;Объем инновационных товаров, работ, услуг
19.14.1.;;Всего
19.14.2.;;В процентах от общего объема отгруженных товаров, выполненных работ, услуг 
;;20.  ФИНАНСЫ
20.1.;;Доходы консолидированных бюджетов субъектов Российской Федерации
20.2.;;Расходы консолидированных бюджетов субъектов Российской Федерации 
20.3.;;Расходы консолидированных бюджетов субъектов Российской Федерации на реализацию мер социальной поддержки отдельных категорий граждан
20.4.;;Исполнение бюджета Пенсионного  фонда Российской Федерации
20.4.1.;;Поступление
20.4.2.;;Расходование
20.5.;;Исполнение бюджета Фонда социального страхования Российской Федерации
20.5.1.;;Поступление
20.5.2.;;Расходование
20.6.;;Исполнение бюджетов территориальных фондов обязательного медицинского страхования
20.6.1.;;Поступление
20.6.2.;;Расходование
20.7.;;Число действующих кредитных организаций
20.8.;;Число действующих филиалов кредитных организаций в субъекте
20.9.;;Вклады (депозиты) юридических и физических лиц в рублях, привлеченные кредитными организациями
20.9.1.;; Всего
20.9.2.;;Физических лиц
20.10.;;Вклады (депозиты) юридических и физических лиц в иностранной валюте, привлеченные кредитными организациями
20.10.1.;;Всего
20.10.2.;;Физических лиц
20.11.;;Вклады (депозиты) физических лиц на рублевых счетах в Сбербанке России
20.12.;;Вклады (депозиты) физических лиц на валютных счетах в Сбербанке России
20.13.;;Задолженность по кредитам в рублях, предоставленным кредитными организациями юридическим лицам
20.14.;;Задолженность по кредитам в рублях, предоставленным кредитными организациями физическим лицам
20.14.1.;;Всего
20.14.2.;;По жилищным кредитам
20.14.3.;;По ипотечным жилищным кредитам
20.15.;;Задолженность по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам
20.16.;;Задолженность по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам
20.16.1.;;Всего
20.16.2.;;По жилищным кредитам
20.16.3.;;По ипотечным жилищным кредитам 
20.17.;;Отдельные показатели деятельности страховщиков
20.17.1;; Страховые премии (взносы)
20.17.2.;; Выплаты по договорам страхования
20.18.;;Отдельные показатели деятельности страховщиков, исходя из места заключения договора
20.18.1.;;Страховые премии (взносы)
20.18.2;;Выплаты по договорам страхования
;;21. ЦЕНЫ И ТАРИФЫ
;;ДИНАМИКА ЦЕН НА ПОТРЕБИТЕЛЬСКОМ РЫНКЕ 
21.1.;;Индексы потребительских цен  
21.2.;;Стоимость фиксированного набора потребительских товаров и услуг  
21.2.1.;;Стоимость фиксированного набора
21.2.2.;;Стоимость фиксированного набора (в процентах)
21.2.3.;;Изменение стоимости фиксированного набора
21.3.;;Индексы потребительских цен на продовольственные товары  
21.4.;;Индексы потребительских цен на непродовольственные товары  
21.5.;;Индексы потребительских цен (тарифов) на услуги  
;;УРОВЕНЬ И ДИНАМИКА ЦЕН НА РЫНКЕ ЖИЛЬЯ
21.6.;;Индексы цен на первичном рынке жилья  
21.7.;;Индексы цен на вторичном рынке жилья  
21.8.;;Средние цены на первичном рынке жилья  
21.9.;;Средние цены на вторичном рынке жилья  
;;ДИНАМИКА ЦЕН В ПРОИЗВОДСТВЕННОМ СЕКТОРЕ 
21.10.;;Индексы цен производителей промышленных товаров  
21.10.1.;;Индексы цен производителей промышленных товаров в соответствии с ОКВЭД - всего, в 2000-2016 гг.
21.10.2.;;Индексы цен производителей промышленных товаров в соответствии с ОКВЭД2- всего 
21.10.3.;; Добыча полезных ископаемых в соответствии с ОКВЭД в 2000-2016 гг.
21.10.4.;;Добыча полезных ископаемых в соответствии с ОКВЭД2 
21.10.5.;;Обрабатывающие производства в соответствии с ОКВЭД в 2000-2016 гг.
21.10.6.;;Обрабатывающие производства в соответствии с ОКВЭД2 
21.10.7.;;Производство и распределение электроэнергии, газа и воды в соответствии с ОКВЭД  в 2000-2016 гг.
21.10.8.;;"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха"
21.10.9.;;"Водоснабжение; водоотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений"
21.11.;;Индексы цен производителей  сельскохозяйственной продукции и приобретения товаров и услуг сельскохозяйственными организациями
21.11.1.;; Индекс цен производителей сельскохозяйственной продукции
21.11.2.;; Индекс цен приобретения промышленных товаров и услуг 
21.12.;;Индексы цен производителей на строительную продукцию  
21.13.;;Индексы тарифов на грузовые перевозки  
;;22. ВНЕШНЯЯ ТОРГОВЛЯ
22.1.;;Внешняя торговля со странами дальнего зарубежья
22.1.1.;;Экспорт
22.1.2.;;Импорт
22.2.;;Внешняя торговля со странами СНГ
22.2.1.;;Экспорт
22.2.2.;;Импорт
